,ID,Name,Artist,Release_Date,duration_ms,score,num_sp_playlists,sp_popularity,sp_streams,weekly_sp_stream,monthly_sp_streams
58343,5rs2uLaFjA5vKxrZwYEJuB,Yêu Một Người Vô Tâm - Piano Version,['Mr.Siro'],,159843,0,167,30,705715,6785,24901
58344,1aNuJDCTDh730D4BTR1mdS,Em - Piano Version,['Mr.Siro'],,156589,0,39,17,148519,1006,3573
58345,0riHlPiY1iSd5tJluq6iPf,Mashup 5 Hit Songs In 2017,['Mr.Siro'],,469683,0,20,16,82803,718,2881
58346,10mpogpsnrIH9RfobYmrYW,Tháng 3,['CHIN'],2025-01-19,257647,0,5,11,4645,515,2307
58347,403zjysQIhAhvqB1Nri56g,Cánh Cửa,['CHIN'],2025-01-19,248500,0,1,4,32718,267,877
58348,70YFShwFdOzeLnHBChj2v8,Ngày 100,['CHIN'],2025-01-19,234857,2,3,9,1309,2183,2970
58352,1gidZ8FbdzQaPGCx6XgcXk,Cổng Trời,['CHIN'],2024-11-28,198900,1,27,27,64605,3646,14281
58353,6X565Fqo1aAT9SoAj4m1I8,Trời Đánh,['CHIN'],2024-11-28,182400,1,48,31,110339,7092,27573
58354,1AM8K3b5fct2dpztUPLySS,Thập Điện Diêm Vương,['CHIN'],2024-11-28,195524,1,56,32,121556,7699,29338
58355,46xuWk7cUZ8RYEAyRzdyMc,Khai Môn,['CHIN'],2024-11-28,87692,1,24,27,64857,3597,14065
58356,2n7bufL33ZJJ25WMTR8yqF,Nghìn Con Nước Chảy,['CHIN'],2024-11-28,228992,2,56,34,142107,10994,40088
58357,6mGcGybclF4U7CmUWxF1QI,Khế Ước,['CHIN'],2024-11-28,259252,8,154,46,669799,86111,301353
58358,6Wsn7kzyGrd1IVi6X4f0tU,Phòng 663201,['CHIN'],2024-11-28,261881,2,78,36,181654,14552,54930
58359,7zKAUY3RKTvDu79daNexh7,Ma Cà Rồng,['CHIN'],2024-11-28,266598,3,86,40,289081,27071,99706
58360,7b9Z8pxtIFcSfurdfumjMS,Bắt Cóc Con Tim,['CHIN'],2024-11-28,332542,2,60,34,151476,11335,44029
58361,1WmQ5LIsd3OLSmU2ZcMIt3,Ngược Gió,['CHIN'],2024-11-28,351457,4,115,38,286299,23490,84599
58362,0Xuy43AYjK6jZi5xqo8EPg,Nhân Sinh Đại Sự,['CHIN'],2024-11-28,241500,1,29,27,62792,3625,14072
58363,0UyEt2uBS1uMerdYTBdNH9,Nhất Bái Thiên Địa,['CHIN'],2024-11-28,377600,6,170,38,457353,36690,126651
58364,3e9qzQOzsSQbFH4mRI85pp,Tứ Phương Vô Sự,['CHIN'],2024-11-28,121800,1,26,26,52951,3171,12122
58365,68vnVl1PDOH4xZihGmqEdw,Bài Thánh Ca Buồn,['Trương Thế Vinh'],2018-10-10,334343,2,2,0,208330,12508,40783
58366,62eQmXhFAwtdZdC4hVWpvk,Bức Tranh Trong Tim,['Trương Thế Vinh'],2018-10-10,276062,0,18,5,60703,260,1943
58367,17TXL0qD5PnD2kVf8Fdz5d,Bức Tranh Trong Tim,['Trương Thế Vinh'],2018-10-10,343289,0,0,0,43292,4289,11071
58368,5AMOPRxnBAl88kgj92bwe4,Bức Tranh Trong Tim,['Trương Thế Vinh'],2018-10-10,334080,0,0,0,31538,5743,12347
58369,63dJEYs6r9HVJkqYixfL01,Bức Tranh Trong Tim Remix,['Trương Thế Vinh'],2018-10-10,212636,0,0,0,4286,2607,3638
58370,35NdbnG28KlAK6KVWDczjM,Chia Tay,['Trương Thế Vinh'],2018-10-10,260640,0,1,0,9483,355,4869
58371,0LvyO7ofPuwqHsk40PRmY4,Chỉ Còn Nước Mắt Remix,['Trương Thế Vinh'],2018-10-10,233221,0,0,0,6352,2483,3951
58372,4WUWmaCHzHeprPdtnt5Dja,Chỉ Còn Nước Mắt,['Trương Thế Vinh'],2018-10-10,274155,0,1,0,727841,255,930
58373,30Om1ab9hbye1kvANus50y,Chỉ Một Lần Mà Thôi,['Trương Thế Vinh'],2018-10-10,232461,0,1,0,11727,464,3503
58374,3msd5f15HRfdaOY69RYoiA,Cho Anh Tin Em Một Lần Nữa,['Trương Thế Vinh'],2018-10-10,251050,0,2,0,24164,668,6232
58375,5eEAAzF77fc4L0E8J5MNh7,Chợt Có Một Niềm Tin,['Trương Thế Vinh'],2018-10-10,279110,0,0,0,11950,3185,5139
58376,5usq78No32fRM755bRFQRk,Chờ,['Trương Thế Vinh'],2018-10-10,221074,0,3,0,7937,1102,4354
58377,0xGexRBVzOwK78XpFcygrM,Chưa Bao Giờ Quên Em,['Trương Thế Vinh'],2018-10-10,250592,0,2,0,22453,753,6196
58378,749vIcukN2LwVq8CkCoccJ,Chuyện Tình Tan Vỡ,['Trương Thế Vinh'],2018-10-10,233586,2,9,1,45608,4361,1925
58379,4iKTLrOcSVdPNhT61uIsGs,Cô Đơn Lối Về,['Trương Thế Vinh'],2018-10-10,286824,0,1,0,9223,63,591
58380,04tdHM1toVq7RsQfvM0Wbb,Đã Mất,['Trương Thế Vinh'],2018-10-10,241986,0,1,0,6792,524,2923
58381,5w2faRlC9jc61yZKdw5TRL,Dấu Yêu,['Trương Thế Vinh'],2018-10-10,180271,0,1,0,2986,1362,3675
58382,34Mb4wRxHdYkctv4F5J4qy,Đêm Cuối Cùng,['Trương Thế Vinh'],2018-10-10,342256,0,1,0,47091,1372,2802
58383,4B73HkGS1N1ItE0KnkcMFu,Đợi Chờ Một Điều Gì,['Trương Thế Vinh'],2018-10-10,259134,0,1,0,244876,367,14654
58384,6htabIt8ISMF0TDyqb3El9,Đường Chân Trời,['Trương Thế Vinh'],2018-10-10,267373,0,21,19,151602,1071,4670
58385,1HSsr8QX9nbBsYQN6BQpmO,Đường Chân Trời,['Trương Thế Vinh'],2018-10-10,395769,0,0,0,19477,4055,10505
58386,1EsyV5UYJab19AlGpeTDe7,Em Không Hiểu,['Trương Thế Vinh'],2018-10-10,241528,0,1,0,6910,523,2921
58387,1BgjmQsS2lrBPBsm3WA7B3,Em Luôn Ở Trong Trái Tim Anh,['Trương Thế Vinh'],2018-10-10,268486,0,7,0,22318,320,1548
58388,0RYLo54yj7ov9K5jDSOdPw,Giấc Mơ Ngọt Ngào,['Trương Thế Vinh'],2018-10-10,257227,0,2,0,283145,562,12542
58389,1VZGaZGABpvxE38fxl2DiE,Hạnh Phúc Ra Đi,['Trương Thế Vinh'],2018-10-10,224130,2,2,0,29681,5166,6507
58390,0VeVdJdtNlg8gjosI2I82e,Hạnh Phúc,['Trương Thế Vinh'],2018-10-10,234045,2,2,0,31057,4947,6229
58391,5oPhRgUNJ4OI0cWx2CYz7f,Hãy Ra Đi,['Trương Thế Vinh'],2018-10-10,273423,0,0,0,96367,2586,4107
58392,5D5UuXwr4UNiyIKhW77aMl,Hối Hận,['Trương Thế Vinh'],2018-10-10,293668,0,0,0,10225,3176,5977
58393,4TuoGmvbmLtWHEnQ5KjPik,Hookah Pool Party,['Trương Thế Vinh'],2018-10-10,1059462,0,0,0,42992,4119,10788
58394,1DvFgtoscY2tEHEoVENiWo,I'm Missing You,['Trương Thế Vinh'],2018-10-10,293423,0,0,0,10225,3176,5977
58395,4Y32JmwNlUHPwlc3a4Hrwg,Khoảng Cách Vô Hình,['Trương Thế Vinh'],2018-10-10,211069,2,1,0,988202,5954,7008
58396,1ond93orfVqQRzum2KGlgi,Không Như Anh Đã Nghĩ,['Trương Thế Vinh'],2018-10-10,216701,0,0,0,5301,2707,3974
58397,3iIVrEqjQEymHkscmV4dYq,Kiếp Hoa Tàn,['Trương Thế Vinh'],2018-10-10,230530,0,0,0,27210,2754,5406
58398,36SMGXvwydFwAAT5qitx9O,Ký Ức,['Trương Thế Vinh'],2018-10-10,238654,0,1,0,12562,485,3314
58399,3hdR40cUg11kTYFTkJKa72,Lỗi Lầm Của Anh,['Trương Thế Vinh'],2018-10-10,200672,0,0,0,21760,3228,5908
58400,0C0187Ihe1Ws0gJCpZYTGT,Nếu Em Phải Khóc,['Trương Thế Vinh'],2018-10-10,270158,0,1,0,53323,389,1137
58401,0kMv4TvwRrY278YPho2b2H,Nếu Như Anh Có Em,['Trương Thế Vinh'],2018-10-10,252652,0,1,0,23627,499,4544
58402,5NeHBRM2U9id2unCCh65hu,Ngày Bình Yên,['Trương Thế Vinh'],2018-10-10,347585,0,1,0,32980,1056,2590
58403,1bvDklFvNIA1Uyjpg9PdYu,Như Vậy Nhé,['Trương Thế Vinh'],2018-10-10,272091,0,1,0,159260,441,1184
58404,7Bqo8vWz2H6aowzesIg5He,Nỗi Đau Mặt Trời,['Trương Thế Vinh'],2018-10-10,338494,0,1,0,36611,2502,3617
58405,00He0CWI7NAURVqusvHcMe,Phải Buông Tay Beat,['Trương Thế Vinh'],2018-10-10,276703,0,0,0,43478,2460,5075
58406,1OUALJS4wKRZn5RmrfsCuw,Phải Buông Tay,['Trương Thế Vinh'],2018-10-10,276703,0,2,0,21409,252,947
58407,2GrxwJU0mcqIczzSP0crgq,Tạm Biệt Em Remix,['Trương Thế Vinh'],2018-10-10,220577,0,0,0,12374,2593,4188
58408,4rY68b0yOUCejcgEnJLXOG,Tạm Biệt Em,['Trương Thế Vinh'],2018-10-10,257802,0,1,0,7596,400,12399
58409,2pEQWBjubCU01NvT0Z5MNs,Thôi Đừng Khóc,['Trương Thế Vinh'],2018-10-10,256888,0,1,0,7340,430,11155
58410,0RvQw9Xb4xca3RfdlhWi8C,Tìm,['Trương Thế Vinh'],2018-10-10,240143,0,1,0,7977,485,3174
58411,6nQNl6TeGcLJV7661I2x0J,Trái Tim Bình Yên Beat,['Trương Thế Vinh'],2018-10-10,252121,0,0,0,64776,2645,5903
58412,4axL9CupbQaD85tfaLahyw,Trái Tim Bình Yên,['Trương Thế Vinh'],2018-10-10,251886,0,1,0,79805,500,5569
58413,01zJZxuJsyftU3nI9cFoy0,Từ Khi Em Đến Beat,['Trương Thế Vinh'],2018-10-10,264202,0,0,0,7461,2539,4586
58414,2t1QlTJYk7TngfOTl7BCLe,Từ Khi Em Đến,['Trương Thế Vinh'],2018-10-10,253936,0,9,2,91058,260,2770
58415,2LpFeaPflOWMGkRugSMbhL,Vết Sẹo Beat,['Trương Thế Vinh'],2018-10-10,275214,0,0,0,44098,2483,5197
58416,3LKJg7HSf9Eu7bchwegutQ,Vết Sẹo,['Trương Thế Vinh'],2018-10-10,273045,0,1,0,288056,459,938
58417,1uNUQsZNJyxvQY2zeL3ihm,Vết Sẹo,['Trương Thế Vinh'],2018-10-10,275501,0,1,0,113447,183,808
58418,16ugzGBoc9iufAP72FtKjr,Vô Tâm,['Trương Thế Vinh'],2018-10-10,268460,0,2,0,29437,537,1532
58419,7KdUfg8u76FUkIzpEkfgD1,Vườn Yêu Thương,['Trương Thế Vinh'],2018-10-10,237197,0,1,0,16185,482,3246
58420,1fnjF7cPnAgdy6SgCzDNGW,Xin Một Lần Tha Thứ,['Trương Thế Vinh'],2018-10-10,192391,0,0,0,11315,3401,4692
58421,6pcmKjT5ww9q68sxQKkYIk,Xin Thời Gian Xóa Đi,['Trương Thế Vinh'],2018-10-10,265770,0,1,0,8741,380,1325
58422,11ZdmwU8FkA5bs2i9GF4vR,Yêu Đơn Phương,['Trương Thế Vinh'],2018-10-10,261773,0,0,0,8187,2537,5882
58423,2Fz2p8e6G803JXBmWYDqXM,Yêu Em Hơn Lúc Xưa,['Trương Thế Vinh'],2018-10-10,248435,0,1,0,8790,611,3426
58424,0PM37gzrbHiDFd2fp8dGcO,You And Me,['Trương Thế Vinh'],2018-10-10,244532,0,0,0,12773,2491,3715
58485,3d0Hx7w9tuVJOgY0j12TN5,Hãy Ra Đi,['Trương Thế Vinh'],2018-08-20,273188,0,0,0,76098,2586,4107
58486,4bqjv5yEneyu0khpnNo0Lu,Lời Xin Lỗi Cuối Cùng,['Trương Thế Vinh'],2018-08-20,314644,0,1,0,42907,195,631
58487,2h5drwHjsk7VReFljpSsoU,Nỗi Đau Mặt Trời,['Trương Thế Vinh'],2018-08-20,338651,0,0,0,24822,5457,11882
58488,1fbxn65dmKdTqFqaTo1P23,Chỉ Một Lần Mà Thôi,['Trương Thế Vinh'],2018-08-20,292205,0,1,0,9630,35,853
58489,4VJAuEQdLcbIFKP5afqpL5,Đêm Cuối Cùng,['Trương Thế Vinh'],2018-08-20,342125,0,0,0,23987,4327,11071
58490,5NVzruJR5NlIYMP3YAK4Xy,Kiếp Hoa Tàn,['Trương Thế Vinh'],2018-08-20,230347,0,1,0,38655,1002,5624
58491,6WHaLCozzvBl27UFZtqbAX,Xin Một Lần Tha Thứ,['Trương Thế Vinh'],2018-08-20,192287,0,1,0,12229,2411,3939
58492,0dQC1D4ms4Is3pG69ou62n,Thôi! Đừng Khóc,['Trương Thế Vinh'],2018-08-20,256888,0,0,0,8876,2591,12189
58493,215yl2UWvIpj1C4tF3IGOk,Cô Đơn Lối Về,['Trương Thế Vinh'],2018-08-20,286798,0,1,0,8277,63,591
58563,2RaW1zXudQtkN8T3JyVsGU,Chợt Có Một Niềm Tin,['Trương Thế Vinh'],2015-06-16,279144,0,0,0,2154,3185,5139
58564,6bEzJBMz9VaryXfgocKE9Y,Giấc Mơ Ngọt Ngào,['Trương Thế Vinh'],2015-06-16,257149,0,2,1,4972,306,1255
58565,7HPicS0ZfctXbwqZCjkW95,Không Như Anh Đã Nghĩ,['Trương Thế Vinh'],2015-06-16,216737,0,1,0,2351,960,3202
58566,58cl3nKiuqx4Y2XAOoI1qI,Nếu Như Anh Có Em,['Trương Thế Vinh'],2015-06-16,252720,0,2,1,2921,311,1046
58567,3M1y6GUy3hebeBrWqh8073,Tình Yêu Hoa Gió,['Trương Thế Vinh'],2015-06-16,240613,5,417,25,757793,8883,22960
58568,0UzWGFkp8X6UF6RcsoMuO7,Từ Khi Em Đến,['Trương Thế Vinh'],2015-06-16,253988,0,7,3,33846,262,2969
58569,5IMastnw0fzCs3lnQzjLI2,Vẫn Còn Có Anh,['Trương Thế Vinh'],2015-06-16,235175,0,6,2,12508,94,594
58570,44xhz6sOLPCC76msc6jU69,Xin Thời Gian Xóa Đi,['Trương Thế Vinh'],2015-06-16,265823,0,1,0,2822,380,1325
58648,3btuyUTSM9TbAhYOfTzNgZ,Anh Sẽ Trở Về,['Trương Thế Vinh'],2015-06-16,234109,0,2,0,3671,660,5387
58649,6pP9YXRCqEqcZ2HQVTK5uB,Chia Tay,['Trương Thế Vinh'],2015-06-16,260663,0,1,0,1750,355,4869
58650,0c5OlJFEcCKm3EIY4WqUDO,Em Không Hiểu,['Trương Thế Vinh'],2015-06-16,241554,0,0,0,1040,2486,3906
58651,4G0s6NzRwDjomZxTyr6Tin,Hạnh Phúc,['Trương Thế Vinh'],2015-06-16,234031,0,0,0,1204,2483,3957
58652,3P7run6b5pdSrD00yOLip3,Kí Ức,['Trương Thế Vinh'],2015-06-16,238759,0,1,0,1337,485,3314
58653,24VZHDuPbC47v0QPqLE8i6,Lỗi Lầm Của Anh,['Trương Thế Vinh'],2015-06-16,200698,0,1,0,6226,1827,5453
58654,03RsS6UqDYw77yd8UStpSV,Ngày Bình Yên,['Trương Thế Vinh'],2015-06-16,347611,0,0,0,37785,4156,10859
58655,643Y030FhDOVIUm9aretcY,Tạm Biệt Em,['Trương Thế Vinh'],2015-06-16,257750,0,1,0,1635,400,12399
58656,2WiOQtO2yqruODGYzX4hWF,Biết Đến Bao Giờ,['Lệ Quyên'],2023-10-01,272680,0,2,0,191743,596,923
58657,4grKi7ROZRr5OU49L29bfn,Để Nhớ Một Thời Ta Đã Yêu,['Lệ Quyên'],2023-10-01,273760,0,83,31,1200217,8322,31470
58658,4OlkHvAiqgxAOglvPZt6Kb,Tìm Lại Lần Nữa,['Lệ Quyên'],2023-10-01,287207,0,8,9,140954,290,912
58659,1XBqfnVadxfNGR4jKxRxFW,Hãy Để Em Ra Đi,['Lệ Quyên'],2023-10-01,275459,0,5,24,350007,3751,7949
58660,6Uw8cvFRJ1mSY9wMfGW8Pz,Hãy Yêu Thật Lòng,['Lệ Quyên'],2023-10-01,279935,0,0,7,116652,2913,586
58661,0Ww9frsiOlLxJLOguV66iX,Ngôi Sao Nhỏ,['Lệ Quyên'],2023-10-01,198034,0,1,4,48814,468,369
58662,5L3e9BOliXtaYYQ434HCHV,Nỗi Đau Ngự Trị,['Lệ Quyên'],2023-10-01,276464,2,81,26,670461,6012,12963
58663,2lFw17OVi2paxokxwzvZUO,Xin Hãy Cho Quên,['Lệ Quyên'],2023-10-01,272160,0,1,5,34027,474,333
58664,66SnIFNHz7skzikSMmlHah,Vẫn Biết Là Nhung Nhớ,['Lệ Quyên'],2023-10-01,350537,0,0,7,77092,3180,625
58674,1Rz0khzP1kw0sKek21fwuh,Đắng Cay Lời Cuối,['Lệ Quyên'],2023-10-01,293466,0,1,3,12534,94,160
58675,0ICmCuFeMhJjzZ5XfN4yps,Khóc Thầm Đêm Mưa,['Lệ Quyên'],2023-10-01,284564,0,2,4,50567,124,298
58676,2ECGwuoFEE35ZwOtq2evi7,Lầm Lỡ,['Lệ Quyên'],2023-10-01,261034,0,2,20,221048,1575,5498
58677,3mPsT9uyZMiZmE2DJK2ofb,Lần Cuối,['Lệ Quyên'],2023-10-01,288896,0,0,3,38674,2792,172
58678,6Tnl1ri2RHwdgG06ypTGFe,Lãng Mạn Trên Đồi,['Lệ Quyên'],2023-10-01,254429,0,0,3,32567,2212,166
58679,2eoiY517umKqg76iWrxS9T,Nếu Như Ngày Đó,['Lệ Quyên'],2023-10-01,286962,0,111,34,1504709,13833,52466
58680,1dDId7gaTuzyaPvTRAdp25,Rồi Một Mai,['Lệ Quyên'],2023-10-01,266948,0,0,4,34802,2205,224
58681,5KHD6yaONYMf4jsiITVQ6n,Tha Thứ Cho Em,['Lệ Quyên'],2023-10-01,284657,0,0,5,54479,2902,343
58682,1FIZI6Byo2Odjy7bDz7RAq,Tình Không Là Mơ,['Lệ Quyên'],2023-10-01,301459,0,1,11,303052,554,1051
58683,3JaE21AboSajCWecaF7zDz,Yêu Là Yêu,['Lệ Quyên'],2023-10-01,266040,0,0,3,31847,2157,185
58703,6EyLWkpbJVQQ1AmLt7s6zJ,Chỉ Muốn Yêu Anh,['Lệ Quyên'],2023-10-01,271139,0,1,2,81241,227,508
58704,0ZUQKUBFjvoI7TiRfcxY4b,Chờ Bước Anh Quay Về,['Lệ Quyên'],2023-10-01,288361,0,0,0,8460,3182,6272
58705,6LLlQoRiYsCsN9dZy8nRs3,Một Người Em Yêu,['Lệ Quyên'],2023-10-01,272260,0,0,4,166139,2227,2023
58706,7dETADvTnRtNQl4TgLdaOY,Ngày Mai Bên Nhau,['Lệ Quyên'],2023-10-01,293282,0,0,2,17515,2782,1589
58707,0J1OAJpRgiNp0Ukiqtjclj,Quay Lại Từ Đầu,['Lệ Quyên'],2023-10-01,274923,0,4,19,119780,1247,4568
58708,1QHYlAsLsCo0BGpl9RMVRI,Thêm Một Lần Nữa,['Lệ Quyên'],2023-10-01,208592,0,0,4,611885,2228,1361
58709,6Sya63t8kYfMMRhDvywzBb,Xua Tan Niềm Đau,['Lệ Quyên'],2023-10-01,277382,0,1,0,28876,149,673
58710,7FMLb9mjcj2jzLrFNyZybw,Quay Về Với Em,['Lệ Quyên'],2023-10-01,284015,0,0,1,28948,2922,1961
58711,2AlFLpnmSSDQfnqPObKjr9,Sao Anh Không Về Bên Em,['Lệ Quyên'],2023-10-01,275029,0,1,2,109371,141,576
58712,1ygAhPKLwmDFWoL8XKNkoT,Tình Theo Ngọn Gió,['Lệ Quyên'],2023-10-01,202037,0,0,1,37396,2293,1503
58742,1z3Nh5t0LAGO5hoWMV32ai,Ai Khổ Vì Ai,['Lệ Quyên'],2023-10-01,325151,0,13,22,252759,3262,7045
58743,7s6cLCAMvaDP338dpipvLr,Chờ Người,['Lệ Quyên'],2023-10-01,303220,0,5,13,122994,741,1850
58744,0I9NZiLwDs2lLw5zREgyse,Trả Lại Thời Gian,['Lệ Quyên'],2023-10-01,275442,0,1,11,71413,520,1090
58745,1dc6QwImBvnmFUnLR6Y4aa,Không Giờ Rồi,['Lệ Quyên'],2023-10-01,305645,0,3,10,37124,979,1076
58746,1CFT3DBvY9l5rShh3rWjwj,Mưa Rừng,['Lệ Quyên'],2023-10-01,253996,0,12,18,166700,1084,5604
58747,4zI8EPVSqqbSOd6x9PctNh,Nửa Đêm Ngoài Phố,['Lệ Quyên'],2023-10-01,326221,2,21,19,153612,3089,4981
58748,6p2VRU6XOQ9caoStaN446h,Sầu Tím Thiệp Hồng,['Lệ Quyên'],2023-10-01,282721,2,46,26,500184,4791,18593
58749,7jgd8Ta8O78mggwGLlZZrr,Sao Em Nỡ Vô Tình,['Lệ Quyên'],2023-10-01,271603,0,0,7,41680,2311,556
58750,1okkktww5DAYXdvJkb6zzN,Sang Ngang,['Lệ Quyên'],2023-10-01,290637,0,3,0,328062,476,3016
58751,0rXz9oyDer1DCqFY0cpa8y,Vết Thương Cuối Cùng,['Lệ Quyên'],2023-10-01,297074,0,4,8,57937,275,683
58752,13aEI5cRrw5uEv6uJZVX4r,Nếu Anh Đừng Hẹn,['Lệ Quyên'],2023-10-01,339874,0,0,7,92830,3603,4900
58793,4b4lw2JwLOdfa956JjBGnc,Buồn,['Lệ Quyên'],2023-10-01,251271,0,4,17,391167,926,3063
58794,2O4kwsAy7HkcuOC3kZTfEa,Chiếc Lá Cuối Cùng,['Lệ Quyên'],2023-10-01,360563,0,7,0,255920,851,2728
58795,2SkkJucOWyIRVlwNEu5L1U,Đồi Thông Hai Mộ,['Lệ Quyên'],2023-10-01,382411,0,5,17,273279,1145,3752
58796,3xxkPR9RknzjZAxhMqHSlp,Em Về Kẻo Trời Mưa,['Lệ Quyên'],2023-10-01,273802,0,10,22,1017254,2306,8083
58797,4m8gBw5Xhey2WFVGaXm8lB,Hàn Mặc Tử,['Lệ Quyên'],2023-10-01,430220,1,7,0,240890,1179,3786
58798,5EaDSkp6yIfA516tmCGOPd,Tình Lỡ,['Lệ Quyên'],2023-10-01,348138,3,36,33,1754530,11230,37752
58799,4gxdQ6amLJ7aUqe9NBPbss,Mùa Đông Của Anh,['Lệ Quyên'],2023-10-01,314049,0,18,27,773881,5165,17932
58800,0vnjhjBYb4N5xAKgqpnKjW,Mưa Nửa Đêm,['Lệ Quyên'],2023-10-01,277867,0,8,26,738445,4269,14575
58801,3U60zY8I54OUd20vctAUot,Ngọn Trúc Đào,['Lệ Quyên'],2023-10-01,271411,0,2,14,139128,594,2022
58802,1qKSdy23xhRWu5g1trUaNK,Sầu Lẻ Bóng,['Lệ Quyên'],2023-10-01,314698,0,14,29,1553326,5312,19940
58803,3AapzAOz30pa0xmE9ojPh1,Tình Đời,['Lệ Quyên'],2023-10-01,291040,0,15,26,803859,4458,15276
58804,3X5Hk2GY7yxChc2z2XjYVX,Ảo Ảnh,['Lệ Quyên'],2023-10-01,302376,0,12,17,218555,1053,3509
58857,6nAY1rk9T9j7MWdcVzgkP0,Bản Tình Cuối,['Lệ Quyên'],2023-10-01,302766,0,2,24,559032,3496,8123
58858,0RgJACU5s6n6pB3UHcYVxd,Đêm Đông,['Lệ Quyên'],2023-10-01,423108,0,1,9,65861,642,833
58859,6xXdIkj7SZMyCUadkAGo1U,Dư Âm,['Lệ Quyên'],2023-10-01,327201,0,3,18,152449,3776,3717
58860,3II9rLIdum2S8I7R2d0OC0,Niệm Khúc Cuối,['Lệ Quyên'],2023-10-01,386060,0,2,19,439837,1206,4416
58861,52EFbntMKpOumj7DFg69DX,Nửa Hồn Thương Đau,['Lệ Quyên'],2023-10-01,262109,0,1,9,123599,487,920
58862,5Y8rbDLJE2fD7gfgBNkCe4,Xin Còn Gọi Tên Nhau,['Lệ Quyên'],2023-10-01,281678,0,1,24,280319,3706,9659
58863,0prRTgqHfXVqqnMxygUy3W,Xóm Đêm,['Lệ Quyên'],2023-10-01,288609,2,3,18,102882,5602,3593
58864,5i9qjyOSE4EOQLeq2jlADY,Dấu Tình Sầu,['Lệ Quyên'],2023-10-01,281721,0,1,21,192048,1727,6487
58865,3qIoyCiFkhHx5v4z8T9u9o,Thu Ca,['Lệ Quyên'],2023-10-01,227120,0,1,0,101072,821,4169
58927,0audz5Vzb25blQRd7Xr9Rf,Chôn Dấu Một Tình Yêu,['Lệ Quyên'],2023-10-01,225460,0,1,14,40588,681,2099
58928,5bnukZNCBYzNwqoZBDeV3U,Con Tim Dại Khờ,['Lệ Quyên'],2023-10-01,303031,0,6,12,106239,616,1823
58929,2D221B2uL5KCTXuI9CikYo,Giây Phút Cuối,['Lệ Quyên'],2023-10-01,321386,0,1,18,152937,1137,3480
58930,2g549ucLsfgDwXaFdPcgM4,Nếu Em Được Chọn Lựa,['Lệ Quyên'],2023-10-01,314719,0,17,33,1068976,11719,45137
58931,5skdizcG2AIeo26lCC2adS,Người Tình,['Lệ Quyên'],2023-10-01,341551,0,2,12,70855,1142,1687
58932,2DawC6VFvgC1wj0Zd3qVe8,Quá Muộn Màng,['Lệ Quyên'],2023-10-01,359732,0,4,20,132460,2095,5943
58933,7nYsV46NXBFJP9bSwyMFlE,Ta Đã Từng Yêu,['Lệ Quyên'],2023-10-01,263246,0,7,30,627262,7394,26878
58934,3X4Biv7v20I24uYUmP4yfx,Yêu Thương Giờ Là Quá Khứ,['Lệ Quyên'],2023-10-01,268193,0,2,19,114660,1055,4146
59004,3fAyYvXRE60Kn1MKRZxBUl,Ai Nhớ Chăng Ai,['Lệ Quyên'],2019-03-01,366172,0,53,13,173245,579,1510
59005,4uz9hgSiCQmDx8OCtJlCah,Hẹn Hò,['Lệ Quyên'],2019-03-01,343524,0,23,15,96221,954,1833
59006,45MN2CIT17yaBzSiMa5F1T,Sao Chưa Thấy Hồi Âm,['Lệ Quyên'],2019-03-01,366303,0,81,13,259657,619,1635
59007,0NnGXmt30OkpF3d4RUfhQ7,Xót Xa,['Lệ Quyên'],2019-03-01,259148,0,126,22,412036,2253,7367
59008,3sZcLupd9INAeaJRdk2tPr,Mưa Qua Phố Vắng,['Lệ Quyên'],2019-03-01,281979,0,29,12,95364,496,1302
59009,6hlXN024XqLPChtsj1HpOB,Đường Xưa Lối Cũ,['Lệ Quyên'],2019-03-01,318472,0,146,19,416968,1575,4837
59010,7ctuX7ImhzsTUtnVGtTk9g,Nhật Ký Đời Tôi,['Lệ Quyên'],2019-03-01,271844,0,72,11,228948,486,1364
59011,1CRUa8iP6PVjToqA1SkPDP,Hai Vì Sao Lạc,['Lệ Quyên'],2019-03-01,309852,0,51,17,108215,904,3152
59012,1HJ9VqgGvmrWoVaT8zid85,Tấm Ảnh Không Hồn,['Lệ Quyên'],2019-03-01,244859,0,103,21,745098,2032,5739
59013,0fvMi8owi54xYEstWy4gbp,Không Bao Giờ Quên Anh,['Lệ Quyên'],2019-03-01,346946,0,47,0,102428,525,1279
59014,2IHDkvr11p2a1jl0XnIFxk,LK Con Đường Xưa Em Đi & Đừng Nói Xa Nhau,['Lệ Quyên'],2019-03-01,272628,0,68,16,312901,901,2809
59015,4zNWwVOkyaVNoNT7bjfO2O,Sầu Lẻ Bóng 2,['Lệ Quyên'],2019-03-01,316069,2,30,12,95360,636,1145
59016,36NpA4TUNeYMto0OqUh42j,Chiều Mưa Biên Giới,['Lệ Quyên'],2019-03-01,311942,0,45,10,117916,467,1037
59017,4T2cXG7xx8iUavYq7rTfGY,Hoa Trinh Nữ,['Lệ Quyên'],2019-03-01,311785,0,53,0,192072,372,3607
59101,3qMQXgYdiKGmgtOAmSOWi1,Xóm Đêm,['Lệ Quyên'],2018-08-24,342465,1,96,8,424296,1664,25942
59102,4PmBEVMzyp4UQSBCgh2IBB,Đêm Đông,['Lệ Quyên'],2018-08-24,436871,0,19,9,60918,723,1384
